y_true,y_pred
0.0,0.3853695704197334
0.0,0.36662230903527615
1.0,0.43511194098745265
0.0,0.4152432215189059
1.0,0.3695411636479763
0.0,0.349413822908115
0.0,0.35597210655636585
0.0,0.40563656435365514
0.0,0.41791878667172777
1.0,0.398727595064209
1.0,0.38867015952420214
0.0,0.3429015325121837
1.0,0.36341195238252294
1.0,0.3951692770256638
0.0,0.40827158882397385
1.0,0.38086890873202206
0.0,0.39148290794053664
0.0,0.38159544606722945
1.0,0.3716694050394315
1.0,0.41869736815013076
1.0,0.3851535107467182
0.0,0.3628009665301064
1.0,0.39302778779826875
0.0,0.37021180512605334
1.0,0.4135009166886541
0.0,0.3937969142661799
1.0,0.42479466805095667
0.0,0.424138668797892
1.0,0.42134247231458016
0.0,0.416019707849657
0.0,0.39653449411012287
0.0,0.3393837320930606
0.0,0.37653533356479585
0.0,0.4069468225738571
0.0,0.3842774071128708
0.0,0.40413072731929944
1.0,0.3823020254986084
1.0,0.38531430214325957
1.0,0.4270345297849393
0.0,0.3956862118030302
0.0,0.36193978794583526
0.0,0.4277461648085552
0.0,0.386291213585179
0.0,0.38062172331979294
0.0,0.36861670423872905
0.0,0.3793194402514062
1.0,0.3565923540928446
0.0,0.4390567078473392
0.0,0.4132430609284248
1.0,0.39822786131654697
0.0,0.3976608787040685
0.0,0.3764916231981696
0.0,0.3757051143446
1.0,0.391104464570759
1.0,0.38274670437595715
1.0,0.3859512175271552
1.0,0.388004645288595
1.0,0.36685732827104467
1.0,0.40088352985732806
1.0,0.4132534774235378
0.0,0.3929252873627843
1.0,0.3739907051647159
0.0,0.386651806644878
0.0,0.392426076605935
0.0,0.37435318575380483
0.0,0.4020637005831934
0.0,0.3753586048860241
0.0,0.4016243545042307
1.0,0.4141555553990778
0.0,0.36170700548282353
1.0,0.390849895918556
0.0,0.3980871010806278
0.0,0.38579109523290267
0.0,0.38402121813854845
0.0,0.37928339249401144
0.0,0.40274903508488924
0.0,0.3410934982671181
1.0,0.40649519011963925
0.0,0.37650168371776066
1.0,0.3700936165064454
1.0,0.38760400251840876
1.0,0.3837354594472866
0.0,0.3820024661482154
0.0,0.4129043557631636
0.0,0.41006940621962035
0.0,0.43222109394086894
1.0,0.40187824353117696
1.0,0.4049759660900104
1.0,0.3789447976633401
0.0,0.39094509989608534
0.0,0.3849259666731617
1.0,0.3901088978549117
0.0,0.3941683362393114
1.0,0.37687555681212576
0.0,0.37751479647084124
1.0,0.4005211650620202
0.0,0.38825657647489603
0.0,0.4071991687425759
0.0,0.3925224209675491
0.0,0.3814531113738623
0.0,0.4170163688658525
0.0,0.389546232462047
0.0,0.4202247829719245
1.0,0.3779670075982843
1.0,0.39802443660036957
0.0,0.3571556529268909
0.0,0.37641580731978835
1.0,0.39010319487812367
1.0,0.43377791230770496
0.0,0.3674249839917313
1.0,0.3922469019085667
0.0,0.39071754052644475
0.0,0.40180029607576895
0.0,0.38738302751891773
0.0,0.37146672809625175
1.0,0.4094222756378337
1.0,0.3552827739425231
1.0,0.3633611710937016
1.0,0.3816705800110307
0.0,0.3789038736095238
1.0,0.4138349214527694
0.0,0.4066115191842804
0.0,0.424313988598367
0.0,0.3934874070129325
1.0,0.38903134732139955
0.0,0.3961663027158064
0.0,0.38133579494902914
0.0,0.3415802596231394
1.0,0.39725787203146434
0.0,0.36984067349591787
1.0,0.4122707341246981
0.0,0.411922011854701
0.0,0.37708993966663185
1.0,0.4017382233639377
0.0,0.3922909839241367
0.0,0.3658855729960839
0.0,0.4154696400957549
0.0,0.3967935981516777
1.0,0.3803144014154199
0.0,0.38565792053279674
1.0,0.3762461188287248
0.0,0.4220798810158738
0.0,0.4006896057318748
1.0,0.3855257680461961
0.0,0.3834037611554246
0.0,0.3875617255833873
0.0,0.40708222983708886
0.0,0.3881892457199201
1.0,0.3790589239716283
1.0,0.4093923987705337
0.0,0.40047505366060965
0.0,0.37173345012953796
0.0,0.3600387960054865
0.0,0.4091220629191621
0.0,0.3816348464163521
1.0,0.4140712165582223
1.0,0.4257852401787501
0.0,0.3712406884760971
1.0,0.4131116231416435
1.0,0.39878626956976904
0.0,0.36749748910981905
0.0,0.3946037506667556
0.0,0.42155153347620705
1.0,0.3840852191463151
0.0,0.3904568130065531
1.0,0.40154527777480753
1.0,0.3358493115720299
0.0,0.40131784139220783
0.0,0.4401825184015051
0.0,0.3692770509723863
0.0,0.38862724803584736
1.0,0.37477330580518314
1.0,0.3489560600351864
0.0,0.37868046236533554
0.0,0.4182186722104483
1.0,0.3836843707068781
1.0,0.40707918479635996
0.0,0.4148796841826855
0.0,0.3699628981191305
0.0,0.4134772236324442
0.0,0.38605510295483025
1.0,0.37044915506942044
0.0,0.3921223257147979
0.0,0.3912343790680509
0.0,0.3766248153792279
0.0,0.42474779653533257
0.0,0.4068351882337478
0.0,0.3815955640242686
0.0,0.3940485249994323
